央视频道,#genre#
CCTV-1 综合,http://39.135.46.243:6610/PLTV/77777777/224/3221225674/index.m3u8?
CCTV-1 综合,http://39.135.46.243:6610/PLTV/77777777/224/3221225870/index.m3u8?
CCTV-1 综合,http://39.135.46.243:6610/PLTV/77777777/224/3221225888/index.m3u8?
CCTV-1 综合,http://39.135.46.243:6610/PLTV/77777777/224/3221225654/index.m3u8?
CCTV-2 财经,http://39.135.46.243:6610/PLTV/77777777/224/3221225676/index.m3u8?
CCTV-2 财经,http://39.135.46.243:6610/PLTV/77777777/224/3221225657/index.m3u8?
CCTV-3 综艺,http://39.135.46.243:6610/PLTV/77777777/224/3221225677/index.m3u8?
CCTV-3 综艺,http://39.135.46.243:6610/PLTV/77777777/224/3221225713/index.m3u8?
CCTV-4 中文国际,http://39.135.46.243:6610/PLTV/77777777/224/3221225753/index.m3u8?
CCTV-4 中文国际,http://39.135.46.243:6610/PLTV/77777777/224/3221225761/index.m3u8?
CCTV-4 中文国际,http://39.135.46.243:6610/PLTV/77777777/224/3221225775/index.m3u8?
CCTV-5 体育,http://39.135.46.243:6610/PLTV/77777777/224/3221225923/index.m3u8?
CCTV-5 体育,http://39.135.46.243:6610/PLTV/77777777/224/3221225801/index.m3u8?
CCTV-5 体育,http://39.135.46.243:6610/PLTV/77777777/224/3221225680/index.m3u8?
CCTV-5 体育,http://39.135.46.243:6610/PLTV/77777777/224/3221225516/index.m3u8?
CCTV-5 体育,http://39.135.46.243:6610/PLTV/77777777/224/3221225660/index.m3u8?
CCTV-5+ 体育赛事,http://39.135.46.243:6610/PLTV/77777777/224/3221225621/index.m3u8?
CCTV-5+ 体育赛事,http://39.135.46.243:6610/PLTV/77777777/224/3221225712/index.m3u8?
CCTV-6 电影,http://39.135.46.243:6610/PLTV/77777777/224/3221225683/index.m3u8?
CCTV-6 电影,http://39.135.46.243:6610/PLTV/77777777/224/3221225715/index.m3u8?
CCTV-7 国防军事,http://39.135.46.243:6610/PLTV/77777777/224/3221225627/index.m3u8?
CCTV-7 国防军事,http://39.135.46.243:6610/PLTV/77777777/224/3221225700/index.m3u8?
CCTV-8 电视剧,http://39.135.46.243:6610/PLTV/77777777/224/3221225630/index.m3u8?
CCTV-8 电视剧,http://39.135.46.243:6610/PLTV/77777777/224/3221225716/index.m3u8?
CCTV-9 纪录,http://39.135.46.243:6610/PLTV/77777777/224/3221225633/index.m3u8?
CCTV-10 科教,http://39.135.46.243:6610/PLTV/77777777/224/3221225624/index.m3u8?
CCTV-10 科教,http://39.135.46.243:6610/PLTV/77777777/224/3221225704/index.m3u8?
CCTV-11 戏曲,http://39.135.46.243:6610/PLTV/77777777/224/3221225750/index.m3u8?
CCTV-11戏曲,http://39.135.46.243:6610/PLTV/77777777/224/3221225739/index.m3u8?
CCTV-12 社会与法,http://39.135.46.243:6610/PLTV/77777777/224/3221225670/index.m3u8?
CCTV-12 社会与法,http://39.135.46.243:6610/PLTV/77777777/224/3221225645/index.m3u8?
CCTV-13 新闻,http://39.135.46.243:6610/PLTV/77777777/224/3221225787/index.m3u8?
CCTV-13 新闻,http://39.135.46.243:6610/PLTV/77777777/224/3221225742/index.m3u8?
CCTV-13 新闻,http://39.135.46.243:6610/PLTV/77777777/224/3221225759/index.m3u8?
CCTV-14 少儿,http://39.135.46.243:6610/PLTV/77777777/224/3221225648/index.m3u8?
CCTV-15 音乐,http://39.135.46.243:6610/PLTV/77777777/224/3221225693/index.m3u8?
CCTV-16 奥林匹克,http://39.135.46.243:6610/PLTV/77777777/224/3221225956/index.m3u8?
CCTV-17 农业农村,http://39.135.46.243:6610/PLTV/77777777/224/3221225513/index.m3u8?
CCTV-17 农业农村,http://39.135.46.243:6610/PLTV/77777777/224/3221225766/index.m3u8?

地方频道,#genre#
深圳卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225725/index.m3u8?
湖南卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225692/index.m3u8?
湖南卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225719/index.m3u8?
浙江卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225695/index.m3u8?
浙江卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225731/index.m3u8?
江苏卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225722/index.m3u8?
北京卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225651/index.m3u8?
东方卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225718/index.m3u8?
广东卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225666/index.m3u8?
湖北卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225721/index.m3u8?
黑龙江卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225734/index.m3u8?
吉林卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225678/index.m3u8?
辽宁卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225779/index.m3u8?
天津卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225675/index.m3u8?
安徽卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225701/index.m3u8?
河北卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225773/index.m3u8?
河南卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225806/index.m3u8?
山西卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225785/index.m3u8?
山东卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225672/index.m3u8?
江西卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225669/index.m3u8?
广西卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225767/index.m3u8?
东南卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225696/index.m3u8?
厦门卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225823/index.m3u8?
海南卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225752/index.m3u8?
云南卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225794/index.m3u8?
贵州卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225770/index.m3u8?
四川卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225757/index.m3u8?
重庆卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225745/index.m3u8?
内蒙古卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225751/index.m3u8?
陕西卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225754/index.m3u8?
甘肃卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225764/index.m3u8?
宁夏卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225782/index.m3u8?
青海卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225705/index.m3u8?
新疆卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225788/index.m3u8?
西藏卫视,http://39.135.46.243:6610/PLTV/77777777/224/3221225800/index.m3u8?

咪咕央视,#genre#
CCTV-1,http://39.134.65.173/PLTV/88888888/224/3221225816/1.m3u8
CCTV-1,http://39.134.65.179/PLTV/88888888/224/3221225816/1.m3u8
CCTV-1,http://39.134.65.183/PLTV/88888888/224/3221225816/1.m3u8
CCTV-1,http://39.134.65.181/PLTV/88888888/224/3221225816/1.m3u8
CCTV-1,http://39.134.67.226/PLTV/88888888/224/3221225816/index.m3u8
CCTV-1,http://39.134.65.175/PLTV/88888888/224/3221225816/1.m3u8
CCTV-1,http://111.40.196.9/PLTV/88888888/224/3221225548/index.m3u8
CCTV-1,http://111.40.196.9/PLTV/88888888/224/3221225769/index.m3u8
CCTV-1,http://111.40.196.9/PLTV/88888888/224/3221225513/index.m3u8
